pair_id,cosine_sim,sim_bucket,ensemble_majority,ensemble_confidence,verdict_sonnet,verdict_openai,verdict_gemini,shared_clients,item_a_title,item_a_lede,item_a_published_at,item_b_title,item_b_lede,item_b_published_at,human_label
p0335,0.6518040299415588,"[0.65, 0.70)",,routed_to_human,UNCLEAR,SAME,DIFFERENT,['Boeing'],GE Lease Unit to Buy 10 of Boeing’s Biggest Dreamliners,"General Electric Co (GE) .’s aircraft leasing division agreed to buy 10 of the largest Boeing Co (BA) . 787 Dreamliners valued at about $2.9 billion, a boost for the planemaker’s decision to stretch the jet to add seats. Deliveries would occur from 2019 to 2021, pending final approval at Boeing to offer the model, Chief Executive Officer Norm Liu of GE Capital Aviation Services (GELK) said today at the Paris Air Show . Fairfield, Connecticut-based GE makes engines for the 787, the first jetliner built chiefly from composite plastic. Support from lessors such as Gecas is important, because they",2013-06-17 10:00:05,Lessors Spur Boeing to Embraer as New Planes Rule Show,"(Corrects spelling of consultant’s name in ninth paragraph of story published June 18. For more on the Paris Air Show , see SHOW.) Airbus SAS, Boeing Co. (BA) and Embraer SA (EMBR3) won $19 billion in orders from lessors on the first day of the Paris Air Show, gaining support for some of the newest and largest planes from buyers spanning the global airline industry . GE Capital Aviation Services offered the first commitment by a leasing company for Boeing’s stretched 787 Dreamliner yesterday as the Paris expo began. Embraer then won the initial customer for its upgraded regional jets, with Int",2013-06-19 16:24:11,
p0336,0.6651854515075684,"[0.65, 0.70)",,routed_to_human,UNCLEAR,SAME,DIFFERENT,['Apple'],"Apple set to unwrap mini-iPad to take on Amazon, Google",,2012-10-22 00:00:00,"Apple’s Smaller IPad to Double 7-Inch Tablet Market, IHS Says","Apple Inc. (AAPL) ’s smaller iPad, which the
company is expected to debut today, will help double the size of
the market for 7-inch tablets this year, according to IHS
ISuppli. Global sales of tablets with 7-inch displays will surge to
about 34 million units this year, from 17 million last year, IHS
said in a report today. Next year, the market will nearly double 
again, to about 67 million units. To contact the reporter on this story:
Lisa Rapaport in New York at 
 lrapaport1@bloomberg.net To contact the editor responsible for this story:
Tom Giles at 
 tgiles5@bloomberg.net",2012-10-23 13:16:36,
p0337,0.6766570806503296,"[0.65, 0.70)",SAME,3_of_3,SAME,SAME,SAME,['AT&T'],AT&T; Completes Acquisition of Alltel Assets; Provides Third-Quarter Update on Strong Smartphone and U-verse Sales,,2013-09-20 00:00:00,AT&T Sees Third-Quarter Smartphone Sales Steady on Upgrade Plans,"AT&T Inc. (T) , the second-biggest U.S.
wireless carrier, said it will report third-quarter smartphone
sales similar to the 6.8 million it had from April to June,
aided by new upgrade programs. The result will be a record for any third quarter in AT&T’s
history, the company said yesterday in a statement. Fourth-quarter smartphone upgrades will decline from a year earlier,
though, because some customers went ahead and got new phones
already. AT&T began providing an option in July to pay for phones
and tablets on an installment plan, with the ability to upgrade
yearly. The promotion mimicked a s",2013-09-21 04:01:00,
p0338,0.6550012826919556,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],JPMorgan loss shows global swaps rule need-Gensler,,2012-05-21 00:00:00,"JPMorgan Loss Shows Need to Measure Risk, Krawcheck Writes in FT","JPMorgan Chase & Co. (JPM) ’s $2 billion
trading loss shows regulators need to focus on ensuring banks
have enough capital relative to their risks, rather than trying
to ban proprietary trading, Sallie Krawcheck wrote in a
Financial Times op-ed article. It’s often impossible to distinguish between proprietary
trading, services for clients and hedging, said Krawcheck,
former head of Bank of America Corp.’s wealth-management
division. Regulators should instead work to measure how much
risk banks have and on improving inadequate risk measurements,
in order to guarantee lenders have the right amou",2012-05-23 20:54:11,
p0339,0.6811226606369019,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],"Actavis, Inc. to Present at the Goldman Sachs 34th Annual Global Healthcare Conference 2013",,2013-06-04 00:00:00,Spectrum Pharmaceuticals to Present Corporate Update at the Goldman Sachs 34th Annual Global Healthcare Conference in Rancho Palos Verdes on June 11th,,2013-06-06 00:00:00,
p0340,0.6550788879394531,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Boeing'],Boeing Open to Raising 787 Output Again to Shrink Backlog,"Boeing Co. (BA) Chief Executive Officer
 James McNerney is open to another increase in production rates
for the 787 Dreamliner so the world’s largest planemaker can
shrink a backlog of 840 jets. A faster tempo would give Boeing a chance to attract new
customers, McNerney said today an interview, as waiting times
now run six years or more. Output is already supposed to double
in 2013 to 10 a month, and he didn’t give a possible goal. “We haven’t decided to do that yet, because we’re just
trying to keep our feet underneath us,” McNerney said aboard
 United Airlines (UAL) Flight 1 from Houston to",2013-05-20 21:13:34,Boeing plans to return more cash to shareholders -CEO McNerney,,2013-05-22 00:00:00,
p0341,0.6553630828857422,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],HanesBrands Announces Participation at Goldman Sachs and CL King Investor Conferences,,2012-08-28 00:00:00,"Express, Inc. To Present At The Goldman Sachs 19th Annual Global Retailing Conference",,2012-08-29 00:00:00,
p0342,0.6861132383346558,"[0.65, 0.70)",SAME,3_of_3,SAME,SAME,SAME,['JPMorgan'],"Stocks mixed; JPMorgan near ""Whale"" settlement",,2013-09-16 00:00:00,JPMorgan Whale settlement expected Thursday -source,,2013-09-18 00:00:00,
p0343,0.6923679113388062,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG - JPMorgan Jap Smllr - Conversion of Securities,,2012-04-02 00:00:00,REG - JPMorgan Elect PLC - Listing Rule 15.6.8,,2012-04-03 00:00:00,
p0344,0.6842464208602905,"[0.65, 0.70)",,routed_to_human,UNCLEAR,SAME,DIFFERENT,['Verizon'],"UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday",,2013-09-01 00:00:00,"Verizon, Vodafone set $1.55 bln breakup fee",,2013-09-03 00:00:00,
p0345,0.694534182548523,"[0.65, 0.70)",SAME,3_of_3,SAME,SAME,SAME,"['AT&T', 'Verizon']",Deutsche Telekom to Combine T-Mobile USA with MetroPCS,"Deutsche Telekom AG (DTE) agreed to combine its T-Mobile USA unit with MetroPCS Communications Inc. (PCS) , doubling down on the U.S. wireless industry after a failed effort to sell the business to AT&T Inc. (T) last year. Germany ’s largest phone company will own 74 percent of the new business in a deal that pays MetroPCS shareholders $1.5 billion in cash, the companies said today. The combined entity will keep the T-Mobile name and be run by John Legere, the former chief executive officer of Global Crossing Ltd. who took charge of T-Mobile USA last month. The deal is the latest attempt by De",2012-10-03 20:32:53,"Wachtell, Cleary, K&L Gates, Akin Gump: Business of Law","Deutsche Telekom AG (DTE) , advised by
Wachtell, Lipton, Rosen & Katz, Cleary Gottlieb Steen & Hamilton
LLP, K&L Gates LLP and Wiley Rein LLP, agreed to combine its T-
Mobile USA unit with MetroPCS Communications Inc. (PCS) to create a
bigger rival to market leader Verizon Wireless , after failing to
sell the business to AT&T Inc. (T) last year. MetroPCS worked with law firms Gibson, Dunn & Crutcher LLP,
 Paul Hastings LLP and Telecommunications Law Professionals as
well as Akin Gump Strauss Hauer & Feld LLP and Fulbright &
Jaworski LLP. Wachtell Lipton ’s team is led by corporate partner Adam",2012-10-04 10:33:29,
p0346,0.6641192436218262,"[0.65, 0.70)",,routed_to_human,UNCLEAR,UNCLEAR,DIFFERENT,['JPMorgan'],Trading at Noon: JPMorgan's Dimon dilemma,,2013-05-13 00:00:00,"Lloyd Blankfein, Jamie Dimon and Trading Places","It's an irresistible story: Lloyd Blankfein, the once-embattled chairman and chief executive officer of Goldman Sachs Group Inc., has been giving quiet advice to Jamie Dimon, the chairman and CEO of JPMorgan Chase & Co., on how to handle ""the challenges that Mr. Dimon is facing,"" as the New York Times put it in an article today. Just what they have been discussing is left to the imagination, since the report is vague. It's one of those stories where the sources of information aren't named. Dimon and Blankfein have known each other for years. So it's no surprise that they talk. But the tidbits ",2013-05-15 18:59:42,
p0347,0.6901465654373169,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Wells Fargo'],Exactech to Present to Investors at Wells Fargo 2012 Healthcare Conference,,2012-06-11 00:00:00,Aetna Announces Appearance at the Wells Fargo Securities 2012 Healthcare Conference,,2012-06-14 00:00:00,
p0348,0.661763072013855,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],"Hon Hai Posts Record Profit on IPhone Sales, Declining Costs","Hon Hai Precision Industry Co. (2317) , the
world’s largest contract manufacturer of electronics, posted
record quarterly profit as sales of Apple Inc. (AAPL) ’s iPhones and
iPads climbed and costs for relocating factories dropped. Fourth-quarter net income climbed 64 percent to NT$35
billion ($1.18 billion) from NT$21.4 billion a year earlier,
according to an e-mailed statement from the Taipei-based company
today. Profit beat each of the nine analysts’ estimates compiled
by Bloomberg, and the average NT$26.6 billion. Hon Hai, flagship of the Foxconn Technology Group,
benefited from better-tha",2012-03-27 12:24:12,"Taiwan Stocks: Hon Hai Precision, Motech Industries, Quanta","Shares of the following companies
had unusual moves in Taiwan trading . Stock symbols are in
parentheses and prices are as of the close in Taipei. The benchmark Taiex Index advanced 0.8 percent to 7,933.
The gauge dropped 2.3 percent in March, trimming this quarter’s
gains to 12 percent, the best three-month performance since the
period ended September 2010. Hon Hai Precision Industry Co. (2317) (2317 TT), a unit of Foxconn
Technology Group, retreated 1.3 percent to NT$114.50, the most
since March 20. An audit of Foxconn found “serious and
pressing” violations of Chinese labor laws . Inspector",2012-03-30 07:09:52,
p0349,0.655846118927002,"[0.65, 0.70)",,routed_to_human,UNCLEAR,SAME,DIFFERENT,['Boeing'],GE Lease Unit to Buy 10 of Boeing’s Biggest Dreamliners,"General Electric Co (GE) .’s aircraft leasing division agreed to buy 10 of the largest Boeing Co (BA) . 787 Dreamliners valued at about $2.9 billion, a boost for the planemaker’s decision to stretch the jet to add seats. Deliveries would occur from 2019 to 2021, pending final approval at Boeing to offer the model, Chief Executive Officer Norm Liu of GE Capital Aviation Services (GELK) said today at the Paris Air Show . Fairfield, Connecticut-based GE makes engines for the 787, the first jetliner built chiefly from composite plastic. Support from lessors such as Gecas is important, because they",2013-06-17 10:00:05,Boeing launches 787-10 with $30 billion of orders,,2013-06-20 00:00:00,
p0350,0.6849976778030396,"[0.65, 0.70)",,routed_to_human,UNCLEAR,UNCLEAR,UNCLEAR,"['Facebook', 'Morgan Stanley']",Facebook Banker Morgan Stanley Props Up Price It Helped Boost,"Morgan Stanley (MS) 's reputation as lead
underwriter may suffer from the stock market debut of Facebook 
Inc., whose initial public offering left investors in the 
largest social network disappointed. The bank stepped in to prop up the stock from dipping below
its $38 IPO price yesterday, said people with knowledge of the
matter, who asked not to be identified because the purchases
were private. Morgan Stanley, based in New York , was the only
underwriter among Facebook’s 33 banks with the responsibility to
support the shares , the people said. Underwriters “are acting like the cavalry to kee",2012-05-19 04:01:00,Morgan Stanley's Facebook about-face,,2012-05-22 00:00:00,
p0351,0.6866028308868408,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],HanesBrands Announces Participation at Goldman Sachs and CL King Investor Conferences,,2012-08-28 00:00:00,Michael Kors Holdings Limited Announces Participation in the Goldman Sachs Nineteenth Annual Global Retailing Conference,,2012-08-29 00:00:00,
p0352,0.677560031414032,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Toyota'],REG - Toyota Mtr Fin(Nthld - Publication of Prospectus,,2012-08-06 00:00:00,REG - Toyota Motor Credit - Doc re. Form 10-Q,,2012-08-09 00:00:00,
p0353,0.6642641425132751,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],"JPMorgan has $2 billion trading loss, reputation hit",,2012-05-10 00:00:00,JPMorgan executives expected to leave over loss,,2012-05-13 00:00:00,
p0354,0.6539363861083984,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],US will review decision that Apple didn't violate Samsung patent,,2012-11-19 00:00:00,Samsung wins U.S. court order to access Apple-HTC deal details,,2012-11-22 00:00:00,
p0355,0.6940245628356934,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],"Apple, Google bid on Kodak patents: report",,2012-08-06 00:00:00,Apple Seeks Swift Appeal of Kodak Imaging Patent Ruling,"Apple Inc. (AAPL) , which lost part of a
court fight with Eastman Kodak Co. (EKDKQ) this month when a federal
judge denied its ownership claim of two digital image patents,
is seeking a swift appeal of his decision. Bankrupt Kodak sued Apple in June, accusing the iPhone
maker of trying to disrupt an auction of more than 1,000 patents
that officially starts tomorrow. A judge in Manhattan ruled in
favor of Kodak on two of 10 patents claimed by Apple, which
Kodak plans to sell as part of its bankruptcy restructuring.
Apple can’t appeal his decision until he makes his ruling final. “There is no ju",2012-08-07 16:27:43,
p0356,0.6825206279754639,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG-JPMorgan Asset Management Form 8.3 - K3 Business Technology Group Plc,,2012-09-03 00:00:00,REG-J.P. Morgan Securities plc. Form 8.5 (EPT/RI) - Chemring Group Plc,,2012-09-05 00:00:00,
p0357,0.6652387380599976,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['IBM'],IBM Gets Record Low 1.875% Coupon on $1 Billion 10-Year Bond,"July 25 (Bloomberg) -- International Business Machines
Corp. obtained a record-low 1.875 percent coupon on $1 billion
of 10-year bonds, the least for dollar-denominated debt of that
maturity. The world’s largest computer-services provider sold the
debt at 98.398 cents on the dollar to yield 2.053 percent, or a
relative yield of 65 basis points more than similar-maturity
Treasuries, according to data compiled by Bloomberg. The coupon beat the previous 2 percent record held by 3M
Co.’s 10-year notes sold on June 21, Bloomberg data show. A
basis point is 0.01 percentage point. “The yield is refle",2012-07-25 22:10:50,Corporate Bond Sales Fall in U.S. as High-Yield Issuance Tumbles,"Corporate bond sales fell in the
U.S. this week as high-yield offerings tumbled 47 percent and
relative yields climbed for the first time in almost two months
with Europe ’s sovereign-debt crisis roiling markets globally. Offerings of at least $21 billion compare with $24.3
billion in the five days ended July 20 and a weekly 2012 average
of $26.3 billion, according to data compiled by Bloomberg.
 International Business Machines Corp. (IBM) , the world’s largest
computer-services provider, obtained a record-low coupon for 10-
year dollar-denominated bonds. Bristol-Myers Squibb Co. (BMY) got
rec",2012-07-27 14:05:39,
p0358,0.6651238203048706,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Bank of America'],Sonic to Attend Bank of America Merrill Lynch 2013 Consumer & Retail Conference,,2013-03-06 00:00:00,"Carterâs, Inc. Announces Participation at the 2013 Bank of America Merrill Lynch Consumer and Retail Conference",,2013-03-08 00:00:00,
p0359,0.667670726776123,"[0.65, 0.70)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,"['Google', 'Microsoft']","The Zacks Analyst Blog Highlights: Yahoo, Google, Microsoft, Walt Disney's and Facebook",,2012-07-16 00:00:00,"Zacks Industry Outlook Highlights: Amazon.com, Apple, Google, Microsoft and Groupon",,2012-07-18 00:00:00,
p0360,0.725919246673584,"[0.70, 0.75)",SAME,2_of_3,UNCLEAR,SAME,SAME,['ExxonMobil'],Rosneft wins American access in Exxon deal,,2012-04-13 00:00:00,"Exxon, Rosneft to sign strategic deal: sources",,2012-04-16 00:00:00,
p0361,0.7475625872612,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['ExxonMobil'],"UPDATE 1-Exxon cleanup of Arkansas oil spill continues, pipeline still shut",,2013-04-01 00:00:00,Exxon Developing Excavation Plan for Pegasus Oil Pipeline Spill,"Exxon Mobil Corp. (XOM) is developing an
excavation and removal plan for a damaged section of its 96,000
barrel-a-day Pegasus crude pipeline, which was shut after a leak
was discovered in Arkansas on March 29. The company said yesterday it collected about 12,000
barrels of oil and water from the spill, classified as major by
the U.S. Environmental Protection Agency, according to a
statement from the Mayflower Incident Unified Command Joint
Information Center. Local officials recommended 22 homes closest
to the leak remain evacuated. “We didn’t really update it much beyond yesterday, so
we’re u",2013-04-02 05:07:43,
p0362,0.7351139783859253,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Morgan Stanley'],Fitch Upgrades Morgan Stanley Dean Witter Capital I Trust 2002-TOP7,,2012-06-18 00:00:00,Fitch Affirms Morgan Stanley Re-Remic Trust 2011-IO,,2012-06-19 00:00:00,
p0363,0.7222881317138672,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Bank of America'],UPDATE 2-U.S. accuses Bank of America of mortgage-backed securities fraud,,2013-08-06 00:00:00,Bank of America Sued by Justice Department Over Mortgage Bonds,"The U.S. Justice Department filed
civil claims today against Bank of America Corp. over a 2008
mortgage-bond deal that soured as housing prices collapsed. The Justice Department announced the suit alleging the
Charlotte, North Carolina-based bank defrauded investors in
connection with the sale of more than $850 million in
residential mortgage-backed securities. To contact the reporter on this story:
Phil Mattingly in Washington at 
 pmattingly@bloomberg.net To contact the editor responsible for this story:
Gregory Mott at 
 gmott1@bloomberg.net",2013-08-06 19:20:07,
p0364,0.7176592350006104,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],REG - Goldman Sachs & Co.Eaton Corp - Form 8.1 - [Eaton Corporation],,2012-06-19 00:00:00,REG - Goldman Sachs (EPT)Psion PLC - Form 8.5 (EPT/RI),,2012-06-20 00:00:00,
p0365,0.7369890213012695,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],UPDATE 1-JPMorgan ordered to improve controls after 'Whale' loss,,2013-01-14 00:00:00,JPMorgan directors to release report on Whale loss -NY Times,,2013-01-15 00:00:00,
p0366,0.7066794633865356,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Boeing'],UPDATE 4-Boeing seen in advanced talks to make 777X near Seattle,,2013-11-04 00:00:00,Washington governor to announce tentative deal on Boeing 777X,,2013-11-05 00:00:00,
p0367,0.7048214673995972,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],"Apple got up to 5,000 data requests in six months",,2013-06-17 00:00:00,"Yahoo Received Up to 13,000 Data Requests From U.S. Agencies","Yahoo! Inc. (YHOO) , the largest U.S. Web
portal, said it got as many as 13,000 requests for information
from U.S. law enforcement agencies, becoming the latest
technology company to detail government data collection. The requests occurred in the six months ended May, with the
most common types related to fraud, homicides and criminal
investigations, Yahoo said in a posting on Tumblr. The company
said it can’t lawfully break out Foreign Intelligence
Surveillance Act requests, and it urged the U.S. government to
reconsider its stance on the issue. Yahoo joins Apple Inc. (AAPL) , Facebook Inc. (",2013-06-18 18:13:58,
p0368,0.7195911407470703,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG - JPMorgan Eur Small - Net Asset Value(s),,2012-01-03 00:00:00,REG - JPMorgan Mid CapLloyds Banking Group - Holding(s) in Company,,2012-01-06 00:00:00,
p0369,0.7261868119239807,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Morgan Stanley'],Rosneft's presence on global oil market to be boosted by Morgan Stanley deal- Sechin,,2013-12-23 00:00:00,UPDATE 1-Rosneft targets oil trading big league with Morgan Stanley deal,,2013-12-23 00:00:00,
p0370,0.7396095991134644,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],REG - Goldman Sachs IntlLogica PLC - Form 8.5 (EPT/RI),,2012-07-09 00:00:00,REG - Goldman Sachs (EPT)Cooper Industries - Form 38.5,,2012-07-10 00:00:00,
p0371,0.7319999933242798,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Citigroup'],"Turkey Stocks: Akbank, Denizbank Shares Active in Istanbul","Turkey’s benchmark ISE National 100
Index (XU100) rose 0.1 percent to 54,843.93 at the close in Istanbul,
snapping three days of losses. The following shares were active. Stock symbols are in
parentheses. Akbank TAS (AKBNK) , Turkey’s second-biggest bank by
market value, fell for a sixth day, dropping 2.2 percent to 5.32
liras, its lowest level since July 2009. Citigroup Inc. said on
May 25 it sold a 10.1 percent stake in the lender for 5.24 liras
per share. Denizbank AS (DENIZ) , the Turkish lender owned by
Belgium’s Dexia SA (DEXB) , plunged 10 percent to 12.75 liras, the
lowest since April ",2012-05-28 14:56:03,Akbank Advances as MSCI Increases Index Weight: Istanbul Mover,"Akbank TAS (AKBNK) , Turkey ’s second-largest
listed lender in which Citigroup Inc. sold part of its stake
last week, snapped six days of losses after MSCI Inc. (MSCI) said it
was raising the company’s weight in its Global Standard Indices. The shares jumped 3.4 percent to 5.50 liras at the close in
Istanbul, their biggest gain in more than two months. Akbank’s “foreign inclusion factor” on MSCI indexes will
be increased to 0.45 from 0.3 at the close of trading on May 31,
MSCI said in an e-mail today. The decision comes after Citigroup
Inc. (C) reduced its 20 percent stake in the lender to 9.9",2012-05-29 15:11:17,
p0372,0.7343915700912476,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Morgan Stanley'],REG - Morgan Stanley SecsAer Lingus Group PLC - Form 8.5 (EPT/RI) Aer Lingus Group Plc,,2012-07-04 00:00:00,REG - Morgan Stanley CapNautical Petroleum - Form 8.5 (EPT/RI) Nautical Petroleum Plc,,2012-07-06 00:00:00,
p0373,0.7498152256011963,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['AT&T'],AT&T; 4G LTE Expands In Atlanta,,2013-06-05 00:00:00,AT&T; 4G LTE Expands In Harrisburg And York,,2013-06-05 00:00:00,
p0374,0.7499381303787231,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Wells Fargo'],"Oiltanking Partners, L.P. To Participate In Wells Fargo Securities 2012 Pipeline, MLP & Energy Symposium",,2012-11-26 00:00:00,"LRR Energy, L.P. to Present at Wells Fargo Securities Research and Economics Pipeline, MLP and Energy Symposium",,2012-11-28 00:00:00,
p0375,0.749139130115509,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG-J.P. Morgan Securities plc. Form 8.5 (EPT/RI) CPP Group Plc,,2013-04-02 00:00:00,REG-J.P. Morgan Securities plc. Form 8.5 (EPT/RI) Costain Group PLC - Amendment,,2013-04-05 00:00:00,
p0376,0.7337222099304199,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['AT&T'],AT&T; 4G LTE Available In Corning,,2013-08-28 00:00:00,AT&T; 4G LTE Available In Marshall,,2013-08-28 00:00:00,
p0377,0.7417889833450317,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['AT&T'],AT&T; 4G LTE Available In Prescott,,2013-06-12 00:00:00,AT&T; 4G LTE Available In Dayton,,2013-06-12 00:00:00,
p0378,0.7259010672569275,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['AT&T'],AT&T; 4G LTE Available In Grand Junction,,2013-07-02 00:00:00,AT&T; 4G LTE Available In Chico-Oroville,,2013-07-02 00:00:00,
p0379,0.7103145122528076,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Morgan Stanley'],"VMware to Present at the Morgan Stanley Technology, Media and Telecom Conference",,2013-02-11 00:00:00,"EarthLink to Present at Morgan Stanley Technology, Media & Telecom Conference",,2013-02-14 00:00:00,
p0380,0.7081024050712585,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Facebook'],"UPDATE 5-Facebook reveals revenue, profit slide ahead of IPO",,2012-04-23 00:00:00,Facebook First-Quarter Profit Drops; Costs Almost Double,"Facebook Inc. (FB) , the social network
planning an initial public offering, said first-quarter profit
fell 12 percent as sales growth slowed and marketing costs more
than doubled. Net income dropped to $205 million in the three months
through March, Menlo Park , California-based Facebook said
yesterday in a regulatory filing . Sales climbed 45 percent to
$1.06 billion, a slowdown from 55 percent in the December
period. Expenses surged to $677 million, reflecting higher costs of
helping marketers reach Facebook’s growing user base, which
swelled by one-third to 901 million last quarter. The co",2012-04-24 21:40:56,
p0381,0.7347102165222168,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Apple'],"UPDATE 2-Apple apologises to Chinese consumers, revamps service",,2013-04-01 00:00:00,Apple CEO Cook Apologizes for China IPhone Warranties,"Apple Inc (AAPL) . Chief Executive Officer Tim Cook apologized for the company’s iPhone warranty and repair policies in China after receiving criticism from state-run media over customer service in its second-largest market. Apple, in a change in practice, will offer full replacements of older iPhones experiencing problems, Cook said in a letter posted on the company’s Chinese website. Apple also vowed to improve training, customer service and monitoring of stores authorized to sell its products in China. The stock fell 3.1 percent yesterday, its biggest decline since Jan. 24. “In the process ",2013-04-02 08:03:45,
p0382,0.7196926474571228,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG - JPMorgan Jap Smllr - Conversion of Securities,,2012-04-02 00:00:00,REG - JPMorgan Mid Cap - Transaction in Own Shares,,2012-04-04 00:00:00,
p0383,0.7109390497207642,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['IBM'],"Research and Markets: Global Big Customer Market 2012-2016 with IBM, Microsoft, Oracle and SAP AG Dominating",,2013-10-08 00:00:00,"Research and Markets: Global Software Testing Services Market 2012-2016 with Capgemini SA, IBM Corp., and Wipro Ltd Dominating",,2013-10-10 00:00:00,
p0384,0.7305030822753906,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Bank of America'],KEMET to Present at Bank of America Merrill Lynch 2013 Leveraged Finance Conference,,2013-12-02 00:00:00,SS&C; Technologies to Present at Bank of America Merrill Lynch Leveraged Finance Conference,,2013-12-03 00:00:00,
p0385,0.7451127767562866,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Morgan Stanley'],REG - Morgan Stanley & Co.Aer Lingus Group PLC - Rule 38.5 - Aer Lingus,,2012-08-20 00:00:00,REG - Morgan Stanley SecsAegis Group PLC - Form 8.5 (EPT/RI) Aegis Group Plc,,2012-08-22 00:00:00,
p0386,0.7487117052078247,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['ExxonMobil'],"Exxon, Rosneft to sign strategic deal: sources",,2012-04-16 00:00:00,"Exxon, Rosneft unveil $500 billion offshore venture",,2012-04-18 00:00:00,
p0387,0.7328866124153137,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Microsoft'],"The Zacks Analyst Blog Highlights:Microsoft, Apple, Amazon.com, Hewlett-Packard and Dell",,2013-05-06 00:00:00,"The Zacks Analyst Blog Highlights: Bayer, Biogen Idec, Conceptus, Microsoft and J. C. Penney",,2013-05-07 00:00:00,
